Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Haiti	HTI	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															30.94496096					30.95201421					30.78179081					30.09408813					22.58133699	23.41178365	24.0334571	25.1970746	25.18378266	23.61471928	23.54804717	
Hungary	HUN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															38.42712306					28.60950776					24.30553849					21.82557266					22.83025798	21.75244968	20.76121955	20.93673978	21.9559999	24.43899041	24.57068163	
IBRD only	IBD	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															42.55577089					42.50823111					43.6239417					46.27532696					46.34524472	45.79099007	46.38798569	47.28461329	48.43302657	49.99919465	50.12145457	
IDA & IBRD total	IBT	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															44.661873					44.54936139					45.52398751					46.94840278					46.72015019	46.68393992	47.15352744	47.77125727	48.28519372	54.61017857	55.19724706	
IDA total	IDA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															53.36296345					52.50508334					52.50613921					49.26840178					47.93086253	49.52990218	49.56238373	49.28305998	47.83181154	68.5691509	70.36511595	
IDA blend	IDB	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															65.12559622					62.84461293					62.44616972					53.99322354					49.81924996	51.50278179	50.38924702	49.39677049	47.55868394	81.21285147	84.39924063	
Indonesia	IDN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															16.6194906					16.65081818					16.4752613					17.09928396					14.48777295	14.83012943	14.9313054	15.55720964	15.22209	16.66132887	16.74598218	
IDA only	IDX	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															47.39280953					47.30181626					47.54676727					46.93754808					46.99994529	48.55593646	49.15382041	49.22681817	47.96703198	62.30476893	63.40844376	
Isle of Man	IMN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
India	IND	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															59.84544748					60.58914087					61.49089462					65.65708764					64.6018316	63.86713075	66.06940362	68.95144345	71.6126213	75.58285651	75.80079116	
Not classified	INX	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Ireland	IRL	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															10.79960837					10.27712071					9.836224115					9.27111005					9.300440639	9.337308141	9.570871974	9.618334486	9.709258896	9.188586923	9.168633218	
"Iran, Islamic Rep."	IRN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															49.40913106					47.23030764					48.02288409					37.20485182					48.09895954	46.63054868	45.37709499	44.7825929	43.6716967	48.62328795	48.95476643	
Iraq	IRQ	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															51.40335223					50.16087333					50.87116782					54.96987946					90.64910085	83.90684401	78.5580789	66.25433245	58.86071758	72.28199895	73.25872705	
Iceland	ISL	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															8.383004442					8.155394479					8.017660969					7.909837903					7.825275273	7.726058355	7.666083737	7.612809419	7.70742701	7.328427794	7.29839004	
Israel	ISR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															17.5398421					16.92164887					16.97644388					16.53524716					17.85970443	17.58477089	17.76826385	18.708741	19.70924373	18.76107386	18.6846113	
Italy	ITA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															18.5333576					16.83763778					15.43968063					14.22404438					14.65365787	14.38544874	14.56317325	16.64526049	17.90856333	15.6038313	15.48360452	
Jamaica	JAM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															20.74004726					20.54659844					20.50323924					19.95627433					13.66214002	14.39382648	15.6580613	17.04800504	16.79429168	15.12454409	15.07163593	
Jordan	JOR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															31.7789707					30.47491121					29.75200372					29.10229761					36.03160521	34.77712659	34.64811225	35.45866731	37.0992709	37.25146683	37.21426017	
Japan	JPN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															12.72029551					12.53474423					12.44150059					13.20843083					12.3396445	11.78769301	11.97395136	12.40134558	12.88270204	13.14884605	13.15839601	
Kazakhstan	KAZ	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															20.3331216					16.38865443					16.57645457					15.03851973					16.88057431	17.19136369	18.16313295	18.29790032	19.16547877	19.62140375	19.65590442	
Kenya	KEN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															16.45132261					16.46324786					16.19036503					15.13483841					15.05463734	16.11074162	16.65150096	16.72335939	16.52198912	16.27427954	16.29493079	
Kyrgyz Republic	KGZ	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															16.91442171					14.8626667					14.94197645					14.92413925					15.87360177	15.84163591	16.1688653	15.95097184	16.76414647	17.82394854	17.91030372	
Cambodia	KHM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															24.86181266					24.8583562					25.02633694					28.17941779					24.56277158	25.20998542	26.1798804	27.31352319	27.68785144	26.16182574	26.14133409	
Kiribati	KIR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															4.437540758					4.453825863					4.421111575					4.233118705					3.4420423	3.366325147	3.29089287	3.290815768	3.40083002	4.050094212	4.08635963	
St. Kitts and Nevis	KNA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
"Korea, Rep."	KOR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															25.55918024					25.61151764					25.75244226					25.94127237					25.16006609	23.80378677	24.88803144	26.10019997	27.50258279	28.67551804	28.68182353	
Kuwait	KWT	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															64.58325202					62.91946701					66.20870995					65.62614533					104.6374775	102.6828338	103.7015762	87.17466011	76.9328313	109.0799096	110.9572166	
Latin America & Caribbean (excluding high income)	LAC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															21.10329039					21.81084768					23.22833281					21.89868257					17.1329828	17.79871181	18.21630845	18.25830126	17.84950078	17.63768001	17.670623	
Lao PDR	LAO	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															26.5431909					26.8563102					27.03925708					30.02604695					28.02978927	28.62081501	28.97799878	30.86139418	31.06990721	27.90868457	27.67258925	
Lebanon	LBN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															24.66313941					23.32222625					24.64528177					24.71340316					28.43571762	27.60849514	27.13062785	28.87060247	30.4874614	32.38107828	32.5648296	
Liberia	LBR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															10.55666562					10.41206293					10.55544762					9.51661084					9.573018432	10.68294058	11.18637144	10.08366574	8.988467195	16.7520359	17.33233534	
Libya	LBY	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															56.50022255					54.46612641					54.24796719					54.06107529					67.4866563	60.90548243	58.40124824	64.02403741	70.85585708	64.42572907	63.71676049	
St. Lucia	LCA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															19.00637228					19.40204403					19.51889507					17.05695135					14.11346282	14.34185823	14.63442612	14.76714112	14.4516757	17.20764816	17.3478258	
Latin America & Caribbean	LCN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															21.00917027					21.71023503					23.12286534					21.82409698					17.20849436	17.83017063	18.26348112	18.29834038	17.88566983	17.73414896	17.76623668	
Least developed countries: UN classification	LDC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															48.30191477					48.3916391					48.74511216					48.49125662					48.22638789	49.80713883	50.33499421	50.61167812	49.36173395	63.23175397	64.27253903	
Low income	LIC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															42.91287946					42.90986759					43.30403517					39.44708623					39.31444876	41.3301671	41.55176079	40.77319246	39.5880281	55.1266678	56.50301749	
Liechtenstein	LIE	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Sri Lanka	LKA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															29.9457047					29.90902751					30.76727432					30.37096466					26.97235396	27.19529912	27.91566695	28.09759559	28.08784333	25.7665375	25.63520757	
Lower middle income	LMC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															51.39459837					51.19461275					51.83349844					53.47884521					52.33745163	52.41387138	53.40998277	55.07048748	55.94867518	65.96391824	66.80176398	
Low & middle income	LMY	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															44.6257704					44.61203745					45.63313807					47.06329996					46.80419091	46.76425027	47.25605547	47.87987636	48.39850827	54.74343844	55.33035581	
Lesotho	LSO	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															25.21387635					26.30175367					28.00434675					26.42455658					22.4266791	22.16087088	22.2083546	22.99219851	23.59353009	26.45949794	26.91822469	
Late-demographic dividend	LTE	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															38.86357942					38.6803641					39.7850234					42.84479537					43.36991253	42.71326427	42.79903632	42.63145597	43.34926846	42.74644344	42.72362295	
Lithuania	LTU	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															30.95540056					22.22714809					18.50148035					17.51445837					18.77787061	18.69257015	16.8817909	18.5025538	18.91473755	16.79026435	16.71785779	
Luxembourg	LUX	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															20.37197092					18.29876501					17.00776337					16.23887141					16.39543247	16.38822631	16.13481345	16.32935393	16.53551896	16.09981017	16.09727607	
Latvia	LVA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															30.22793157					21.75153924					18.22780773					17.43601247					18.37391687	17.83306993	16.11371497	18.33503131	19.27471352	14.83109746	14.58800713	
"Macao SAR, China"	MAC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
St. Martin (French part)	MAF	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Morocco	MAR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															22.30340003					21.94460647					21.72013726					21.33518559					19.78133786	19.00413626	18.68418844	19.95759401	21.38878041	25.2243101	25.41198462	
Monaco	MCO	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Moldova	MDA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															36.00181716					26.18015238					21.87421897					18.55471967					20.63694454	21.20365392	20.97963245	20.65795856	20.59364065	20.0195119	19.94321337	
Madagascar	MDG	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															18.83225423					19.15862538					19.35702443					18.27589466					17.30303238	17.23682669	18.17198277	18.3703475	19.13997469	21.37734361	21.47496474	
Maldives	MDV	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															29.43985603					29.72296376					29.60027326					31.43064892					24.95096346	24.80038521	25.86270859	27.22737346	28.68748068	26.77585219	26.86188561	
Middle East & North Africa	MEA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															51.93406378					50.17008317					51.30933309					49.54602807					61.83969008	60.83703028	61.10472239	61.00567624	60.71414321	76.61825006	77.68582153	
Mexico	MEX	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															24.5741583					26.57134319					28.93986149					26.04260693					20.24498259	20.5489458	21.6112243	20.75377098	20.45820491	18.90809872	18.82910389	
Marshall Islands	MHL	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															11.11492691					10.84791661					10.96557652					12.39448346					9.818425412	10.18995832	10.2983498	9.989903722	10.45563963	10.74196537	11.08607034	
Middle income	MIC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															44.76513017					44.75897997					45.84725966					47.81896736					47.60745825	47.35632636	47.88748832	48.67907524	49.40505535	54.69896365	55.19212779	
"Macedonia, FYR"	MKD	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															51.25836115					41.40904416					35.62368649					28.93981404					34.624971	35.00217644	34.102011	36.52357284	38.42067801	32.26825562	31.92141254	
Mali	MLI	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															62.55096156					61.63548228					60.20933585					53.89666531					60.13399067	64.97188686	57.50904969	53.48736921	48.01233926	88.60765606	92.21011675	
Malta	MLT	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															14.46668985					13.83328922					13.35130758					11.82843452					14.60300658	13.45396388	12.62667328	13.59972996	14.46449159	12.31965894	12.14084395	
Myanmar	MMR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															43.70187919					43.81687036					44.22720795					48.00108952					45.83416678	45.92249515	48.22689036	51.11291316	52.42839285	49.0184174	48.81135881	
Middle East & North Africa (excluding high income)	MNA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															49.74977244					47.8970497					48.40395673					46.36619971					56.38722675	55.15003344	54.78528433	55.7288907	56.42483531	67.39456808	68.05830183	
Montenegro	MNE	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															24.03445969					19.85490982					18.51792395					17.30957164					21.25855141	21.09495414	20.73735725	21.93520348	22.60214939	20.47690348	20.35568996	
Mongolia	MNG	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															17.88306993					16.11610265					19.17056726					18.42323886					20.2654464	20.34525967	21.64224935	22.23737365	22.93980543	29.18883961	29.68500129	
Northern Mariana Islands	MNP	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															11.15447962					11.0539208					11.01021067					11.66454545					10.55372111	9.975855916	10.21330021	10.68032895	11.02373514	11.38151509	11.2866786	
Mozambique	MOZ	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															22.52124762					22.44978673					22.75827743					22.56519477					19.68915761	20.02058999	20.10015902	19.946891	19.7598785	20.9257274	20.98722687	
Mauritania	MRT	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															97.55963452					96.17461284					95.7907322					65.71020583					74.57836522	79.6210853	79.95637703	83.88976969	82.44317812	121.2563791	123.6345844	
Mauritius	MUS	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															17.87256889					17.94673113					18.18012413					18.60937701					13.69960924	13.6939576	14.14135542	14.46475986	14.69609681	14.43773911	14.46305346	
Malawi	MWI	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															29.31014262					29.01830136					29.173683					29.37628205					26.57697227	27.80054692	27.8193108	27.5908721	26.52151381	28.14745929	28.25982321	
Malaysia	MYS	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															15.52253541					15.71195053					15.93305047					19.76593023					15.25899256	15.4284252	15.60522346	16.0614619	15.52523098	17.46735394	17.60771452	
North America	NAC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															11.03154331					10.56312065					10.41561971					10.19368666					8.483246243	8.519962283	8.54078412	8.405397965	8.372058027	9.000605282	9.028512546	
Namibia	NAM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															25.93031756					25.14076736					27.16633918					25.530622					22.7214165	22.76251873	22.69399796	21.87600613	21.77826392	25.59247971	25.89244374	
New Caledonia	NCL	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Niger	NER	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															132.2614864					131.2786956					128.9077252					112.4608082					116.2079136	118.3071703	102.933742	83.69221799	72.1032697	190.8841258	203.7438917	
Nigeria	NGA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															81.46688529					77.88861467					74.50545073					59.98227093					51.52976545	53.37224714	50.09321698	46.39325158	41.60273017	115.1239961	122.478442	
Nicaragua	NIC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															33.18216982					33.28375151					34.33995857					32.07790344					22.88148446	25.21008612	28.64993	29.09982796	28.23849717	22.99885412	22.70884868	
Netherlands	NLD	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															18.70102104					17.00074299					15.78519709					15.26077996					15.31864611	15.32914418	14.72346666	14.88460108	14.84706394	15.21098929	15.23005009	
Norway	NOR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															10.57272726					9.983782234					9.579016247					8.810552924					8.940380919	8.656901143	8.567909428	8.688093453	8.87185424	7.913173565	7.874067599	
Nepal	NPL	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															56.14553857					56.94922382					56.05075862					60.25414687					62.60810996	63.39964615	64.68737621	70.22741152	71.62343624	77.90664552	78.49713349	
Nauru	NRU	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
New Zealand	NZL	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															6.2700041					6.261182473					6.245605733					6.093073322					5.419706089	5.420308424	5.474149386	5.459395797	5.525429017	5.533857524	5.525446595	
OECD members	OED	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															17.43875193					16.14059047					15.76038647					15.14195083					14.40680713	14.26558325	14.2286089	14.55338634	14.85605375	14.92429118	14.93069042	
Oman	OMN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															65.70511038					65.28183598					66.03120034					57.20011867					55.71701425	57.25434647	60.10075909	57.53171587	55.39335059	76.42964279	77.9621781	
Other small states	OSS	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															31.32709096					31.36914973					32.68142648					30.44921242					35.29317617	35.43058686	36.49618419	36.88924293	36.15839234	47.71352457	48.57785307	
Pakistan	PAK	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															67.99902022					67.28098946					69.61412097					63.91001757					61.42932565	63.62501885	63.30603941	64.29146493	64.25366108	75.08110491	75.75074243	
Panama	PAN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															15.87664367					15.48550471					16.2970145					14.06338274					10.2142522	10.44066231	11.0020676	12.3878622	12.29777543	13.97661625	14.12599776	
Peru	PER	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															27.54271306					31.71305519					35.41496435					41.03633415					27.80849693	29.97514286	29.56000934	29.41019495	28.44784603	26.05428187	26.0545956	
Philippines	PHL	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															24.49994547					24.51048853					25.27657408					28.05466967					23.5779281	23.61313481	23.28736392	23.97069358	23.54776085	23.22725487	23.2134941	
Palau	PLW	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Papua New Guinea	PNG	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															15.04432303					15.08734034					15.77557421					13.71234157					11.51181311	12.94846651	13.81281722	14.35397329	13.94665602	13.72357609	13.67788256	
Poland	POL	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															45.56408139					32.88944727					26.31689486					25.15495066					27.46920948	26.9709844	24.38072245	24.70605313	24.81526329	25.56731512	25.59991261	
Pre-demographic dividend	PRE	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															53.92538236					52.74871876					52.23439375					45.39536005					44.31945143	45.98780409	45.14028788	42.77572668	40.29378379	70.23686267	72.9912597	
Puerto Rico	PRI	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															19.04219417					19.75674641					24.51643816					18.85840443					17.47411611	14.82833845	19.41954312	20.08235674	16.43706776	20.10202394	20.0552887	
"Korea, Dem. People’s Rep."	PRK	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															30.61105712					30.41536534					30.81376132					31.75780051					31.16036492	29.51980478	30.25455573	31.57622866	32.81463215	35.86906193	36.01527573	
Portugal	PRT	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															9.974821608					9.797978524					9.722990776					10.02366219					9.610922656	9.458652747	9.497680853	9.490609996	9.692835117	9.509145041	9.491198111	
Paraguay	PRY	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															22.792534					23.41370633					23.27042534					23.62321911					17.71086925	18.49867743	16.52318502	16.33044636	15.5452079	23.10445642	23.69305414	
West Bank and Gaza	PSE	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															17.53819943					16.98730097					17.07501201					16.55847478					18.24283468	17.81031899	17.86035554	18.67985957	19.62109118	18.96221468	18.901415	
Pacific island small states	PSS	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															7.79170996					7.899973103					7.838760689					8.484473813					6.201920413	6.016076095	6.200043906	6.622514124	6.46387652	7.307022524	7.479497287	
Post-demographic dividend	PST	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															16.2486059					14.42753872					13.57806642					13.09411388					12.41121486	12.22419824	12.24257177	12.52942153	12.78963983	12.82679654	12.81120827	
French Polynesia	PYF	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Qatar	QAT	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															108.179291					105.7666618					106.3563933					102.6105421					122.0569808	112.5538643	120.9489184	115.3777245	107.2377385	147.5353404	148.2413983	
Romania	ROU	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															33.09344653					24.58407121					21.15040504					17.33121772					20.25975551	20.05552247	19.14020031	19.09686306	19.41947017	18.99856264	19.06441498	
Russian Federation	RUS	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															22.10299167					16.78620122					15.31865323					15.02015606					16.59835086	16.05082698	15.46510287	16.00367519	16.2609495	15.53096142	15.5005356	
Rwanda	RWA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															52.94893039					53.26602005					53.75377088					48.70688386					44.46827742	49.07405282	52.77579131	53.91828867	51.86310993	52.50980919	52.79013012	
South Asia	SAS	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															60.47582075					61.06569832					62.07734151					65.93948993					65.09741949	64.88762094	66.55681244	69.44231366	71.28272896	76.97252567	77.28874805	
Saudi Arabia	SAU	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															85.3765685					83.90345048					93.24817017					93.03133573					130.0567129	130.9313238	135.9555427	125.9608957	116.2075531	182.9214563	187.8713608	
Sudan	SDN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															57.43200586					57.41659979					57.23746775					55.52708029					56.32722689	57.35527874	58.83150725	54.74442527	52.51987476	76.0529344	77.72107205	
Senegal	SEN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															41.65314616					41.56575841					41.03081153					29.22282085					32.00963107	33.20953967	33.52068864	36.12858103	35.99474681	55.53094798	56.76633608	
Singapore	SGP	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															18.81287469					19.01715093					19.12864952					26.92914072					18.10092841	18.11850343	18.17018788	18.94640805	18.05647415	24.89237699	25.02850236	
Solomon Islands	SLB	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															7.184177383					7.259320699					7.100135429					8.19527967					5.821331254	5.660076422	5.808507389	6.141942512	6.089560615	8.244669124	8.515828391	
Sierra Leone	SLE	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															25.88692209					25.68124325					25.56611454					21.9668676					25.26623862	27.13427641	27.38182824	25.25998175	21.97884992	40.53851836	42.13067105	
El Salvador	SLV	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															39.38837995					40.17726223					42.76603676					38.67069653					31.39233355	33.48068947	37.90432737	36.60092575	36.82375177	33.62477089	33.38600558	
San Marino	SMR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
